character_id,name,normalized_name,gender,word_count,line_count,episode_count
1563,Desk Clerk,desk clerk,NA,38,3,2
4701,Detective #2,detective 2,NA,38,4,1
4505,Einstein Lisa,einstein lisa,NA,38,3,1
5165,Fema Official,fema official,NA,38,3,1
129,Game Warden,game warden,NA,38,2,1
5840,Gerald,gerald,NA,38,1,1
4535,Gino,gino,NA,38,9,2
235,GRANDMA,grandma,NA,38,5,2
4634,Indian Workers,indian workers,NA,38,7,1
4876,James Patterson,james patterson,NA,38,3,1
6025,Jamie,jamie,NA,38,3,1
3129,John Entwistle,john entwistle,NA,38,7,1
3730,Junior,junior,NA,38,5,1
5033,Korean Singer,korean singer,NA,38,3,1
3091,Lead Singer,lead singer,NA,38,4,2
4286,LeBron James,lebron james,NA,38,4,1
4909,Male Dmv Suit,male dmv suit,NA,38,3,1
2148,Mobster,mobster,NA,38,3,2
383,Moses,moses,NA,38,3,1
2406,Movementarians,movementarians,NA,38,5,1
5614,Ms. Dubinsky,ms dubinsky,NA,38,3,1
4947,Old Bart,old bart,NA,38,3,1
5025,Old-style Operator,old-style operator,NA,38,2,1
2508,Older Exec,older exec,NA,38,2,1
2330,Pastor Lovejoy,pastor lovejoy,NA,38,3,1
2644,Pit Boss,pit boss,NA,38,4,1
4920,Portly Wizard,portly wizard,NA,38,6,1
3737,Robin Williams,robin williams,NA,38,3,2
1178,Scholar,scholar,NA,38,3,1
1780,SHERRI/TERRI/THEIR SOULS,sherriterritheir souls,NA,38,2,1
4791,Spider-Man,spider-man,NA,38,3,1
2302,Stranger,stranger,NA,38,8,3
1475,Swashbuckler,swashbuckler,NA,38,3,1
5034,Tintin,tintin,NA,38,3,1
4850,11-Year-Old Moe,11-year-old moe,NA,37,3,1
5178,4-h Judge,4-h judge,NA,37,4,1
5313,Al Gore,al gore,NA,37,3,1
6408,Anderson Cooper,anderson cooper,NA,37,3,1
497,Asa,asa,NA,37,1,1
5899,Avatar Milhouse,avatar milhouse,NA,37,6,1
1675,Cable Announcer,cable announcer,NA,37,1,1
2377,Cheerleader,cheerleader,NA,37,6,3
3868,Clara,clara,NA,37,5,1
2097,Cracker Executive,cracker executive,NA,37,2,1
1106,David Crosby,david crosby,NA,37,3,2
3713,David Lander,david lander,NA,37,4,1
4976,Dental Assistant,dental assistant,NA,37,3,1
523,Female Judge,female judge,NA,37,2,1
136,German Scientist,german scientist,NA,37,2,1
1301,Gunter,gunter,NA,37,4,2
4238,Hard-bitten Man,hard-bitten man,NA,37,3,1
2207,Head Of Duff,head of duff,NA,37,2,1
1296,Hippie,hippie,NA,37,4,2
1246,James Brown,james brown,NA,37,2,1
1098,Japanese Worker #2,japanese worker 2,NA,37,4,2
1229,Lady,lady,NA,37,3,2
914,Marley,marley,NA,37,4,1
12,Mechanical Santa,mechanical santa,NA,37,3,2
2246,Mr. Sparkle,mr sparkle,NA,37,3,1
4590,Pompous Explorer,pompous explorer,NA,37,2,1
389,Representative,representative,NA,37,3,2
6274,Robert A. Caro,robert a caro,NA,37,1,1
4699,Scientist-type,scientist-type,NA,37,3,1
6282,Storytime Sue,storytime sue,NA,37,2,1
6309,Superspy,superspy,NA,37,6,1
644,Wanda,wanda,NA,37,3,2
5855,Wedding Planner,wedding planner,NA,37,4,1
4890,Witney Spuckler,witney spuckler,NA,37,5,2
2238,Young Flanders,young flanders,NA,37,2,1
2189,1986 Cecil,1986 cecil,NA,36,3,1
4851,8-Year-Old Lenny,8-year-old lenny,NA,36,1,1
2383,Alex Trebek,alex trebek,NA,36,3,2
2696,Archie Bunker,archie bunker,NA,36,1,1
1294,British Guy,british guy,NA,36,2,1
2556,Cardinal Flanders,cardinal flanders,NA,36,2,1
4330,Chinese Dragon,chinese dragon,NA,36,3,1
1941,Commanding-voiced Man,commanding-voiced man,NA,36,1,1
1408,Dj3000,dj3000,NA,36,2,1
757,Donna,donna,NA,36,4,1
2355,Female Crowd Members,female crowd members,NA,36,4,1
1784,Figure,figure,NA,36,3,1
1326,Fireman,fireman,NA,36,5,4
2634,Gangsters/molls,gangstersmolls,NA,36,1,1
4538,Gondola Driver,gondola driver,NA,36,2,1
4808,Grumple,grumple,NA,36,5,2
3970,Jeremy,jeremy,NA,36,4,2
2992,Jockey #2,jockey 2,NA,36,5,1
1210,Mr. Boswell,mr boswell,NA,36,2,2
4693,Museum Employee,museum employee,NA,36,4,1
3621,Peddler,peddler,NA,36,4,2
51,Richard,richard,NA,36,6,4
1069,Roxie,roxie,NA,36,3,1
2820,Salesperson,salesperson,NA,36,5,2
1728,Shelbyville Grampa,shelbyville grampa,NA,36,1,1
3575,Squishee Lady,squishee lady,NA,36,6,1
6083,Strange Man,strange man,NA,36,2,1
2780,Sweet Elderly Lady,sweet elderly lady,NA,36,6,1
3477,Taxi Driver,taxi driver,NA,36,6,2
3082,Texan Man,texan man,NA,36,1,1
322,Tv Voice #1,tv voice 1,NA,36,8,1
2574,Woman In Audience,woman in audience,NA,36,3,1
6159,2nd Ethereal Being,2nd ethereal being,NA,35,3,1
4493,Amer-asian Girl,amer-asian girl,NA,35,3,1
246,Benjamin Franklin,benjamin franklin,NA,35,6,4
6731,BOOK CLUB MEMBER,book club member,NA,35,3,1
439,Cabbie,cabbie,NA,35,4,2
2273,Cadet Platt,cadet platt,NA,35,5,1
4314,Calypso Singer,calypso singer,NA,35,1,1
4887,Chinese Restaurateur,chinese restaurateur,NA,35,4,2
2601,Documentary Narrator,documentary narrator,NA,35,3,2
2570,Ed McMahon,ed mcmahon,NA,35,3,1
5945,Fatso,fatso,NA,35,3,1
6382,Freaks,freaks,NA,35,5,1
5776,Goatee Chinese Spy,goatee chinese spy,NA,35,4,1
3685,Grandpappy,grandpappy,NA,35,2,1
6481,Harlan Ellison,harlan ellison,NA,35,2,1
381,Hezron,hezron,NA,35,5,1
5212,Lance Armstrong,lance armstrong,NA,35,3,1
4237,Lisa's Reflection,lisas reflection,NA,35,2,2
2310,Little Girls,little girls,NA,35,1,1
6663,LRRR,lrrr,NA,35,4,1
4974,Ludacris,ludacris,NA,35,2,1
3608,Man With Braces,man with braces,NA,35,4,1
3405,Michael Stipe,michael stipe,NA,35,4,1
1364,Old People,old people,NA,35,5,3
6641,ORIGINAL GHOST HOMER,original ghost homer,NA,35,5,1
2379,Patches,patches,NA,35,3,2
6741,PEDICAB DRIVER,pedicab driver,NA,35,3,1
2227,Real Estate Agent,real estate agent,NA,35,2,1
5852,Ricky Jay,ricky jay,NA,35,5,1
6594,SARAH SILVERMAN,sarah silverman,NA,35,1,1
1083,Scientist #1,scientist 1,NA,35,5,2
5023,Second Officer,second officer,NA,35,3,1
5359,Street Musician,street musician,NA,35,2,1
4462,Victor,victor,NA,35,2,1
6394,WILLIAM CONRAD-STYLE NARRATOR,william conrad-style narrator,NA,35,1,1
1878,Women,women,NA,35,7,6
3724,Yoga Master,yoga master,NA,35,4,1
2305,Young Armin,young armin,NA,35,6,1
6184,YOUNG RITA,young rita,NA,35,5,1
4857,16-Year-Old Wiggum,16-year-old wiggum,NA,34,3,1
2612,3-Year-Old Homer,3-year-old homer,NA,34,4,1
2917,Allen,allen,NA,34,4,1
5371,Bridal Saleslady,bridal saleslady,NA,34,2,1
3123,CARTOON MAN,cartoon man,NA,34,2,1
480,Convict,convict,NA,34,6,4
74,Demonstrator #1,demonstrator 1,NA,34,4,1
3449,Dia-Betty,dia-betty,NA,34,4,3
622,DR MONROE,dr monroe,NA,34,1,1
2199,Emergency Operator,emergency operator,NA,34,2,2
2936,Fretful Mother,fretful mother,NA,34,1,1
6581,GUS HUEBNER,gus huebner,NA,34,3,1
919,Hunk,hunk,NA,34,2,1
1958,Iggy Wiggum,iggy wiggum,NA,34,3,1
4635,Indian Worker #1,indian worker 1,NA,34,5,1
5664,Ira Glass,ira glass,NA,34,1,1
3819,James L. Brooks,james l brooks,NA,34,5,1
5999,Marguerite,marguerite,NA,34,4,1
6037,Marlin,marlin,NA,34,1,1
4695,Melanie Griffith,melanie griffith,NA,34,2,1
3606,Michael Clark Duncan,michael clark duncan,NA,34,3,1
5027,NORBERT,norbert,NA,34,2,1
743,Ozzie Smith,ozzie smith,NA,34,8,1
2599,Range-rover Mom,range-rover mom,NA,34,4,2
6636,REGULAR GHOST LISA,regular ghost lisa,NA,34,3,1
746,Roger Clemens,roger clemens,NA,34,6,1
5145,Sad-looking Woman,sad-looking woman,NA,34,1,1
1884,Saleslady,saleslady,NA,34,3,2
328,SCRAPER,scraper,NA,34,1,1
2750,Señor Ding-Dong,señor ding-dong,NA,34,4,1
566,Shoppers,shoppers,NA,34,3,3
4580,Willie's Dad,willies dad,NA,34,2,1
4288,Yao Ming,yao ming,NA,34,4,1
6724,YOUNG MOLEMAN,young moleman,NA,34,2,1
489,Young Patty,young patty,NA,34,4,2
917,Animal Handler,animal handler,NA,33,2,1
739,ARI,ari,NA,33,3,1
3703,Baha Men,baha men,NA,33,2,2
2091,BELLE/DANCERS,belledancers,NA,33,4,1
5284,Blue Genie,blue genie,NA,33,3,1
2468,Bob Denver,bob denver,NA,33,2,1
3437,Bob Dole,bob dole,NA,33,2,2
4420,Bookstore Clerk,bookstore clerk,NA,33,3,1
2817,Canadian Man,canadian man,NA,33,3,2
2980,Coast Guard Guy,coast guard guy,NA,33,5,1
856,Commentator,commentator,NA,33,1,1
3638,Cow Flanders,cow flanders,NA,33,4,1
5440,Crabby,crabby,NA,33,4,1
3016,Craig,craig,NA,33,4,1
6462,Criminal #3,criminal 3,NA,33,1,1
3919,Death,death,NA,33,9,2
1753,Different Announcers,different announcers,NA,33,1,1
2163,Elderly Woman,elderly woman,NA,33,10,7
1218,Exchange Student,exchange student,NA,33,3,1
6532,Ezra,ezra,NA,33,4,1
5910,Game Developer,game developer,NA,33,3,1
175,Girl #1,girl 1,NA,33,6,3
4823,Grizzled Old Salt,grizzled old salt,NA,33,2,1
1604,Ham,ham,NA,33,3,2
6737,HARRY CHAPIN-TYPE SINGER,harry chapin-type singer,NA,33,1,1
6361,Hippie-looking Guy,hippie-looking guy,NA,33,3,1
2385,Hombre,hombre,NA,33,3,1
2855,Homer Effigy,homer effigy,NA,33,2,1
579,Joe,joe,NA,33,4,2
5204,John C. Reilly,john c reilly,NA,33,3,1
1107,Jury Foreman,jury foreman,NA,33,5,3
4961,Kiefer Sutherland,kiefer sutherland,NA,33,2,1
4984,Lionel Richie,lionel richie,NA,33,3,1
5998,Lise,lise,NA,33,4,1
2616,Man In Dinner Jacket,man in dinner jacket,NA,33,2,1
257,Man In Tuxedo,man in tuxedo,NA,33,3,1
830,Mom,mom,NA,33,5,4
1082,Mr. Ogden,mr ogden,NA,33,3,1
1368,Nasa Announcer #2,nasa announcer 2,NA,33,2,1
1168,Nrc Woman,nrc woman,NA,33,2,1
1750,Old Board Member,old board member,NA,33,3,1
3048,Old Krusty,old krusty,NA,33,2,1
1707,Players,players,NA,33,4,3
1342,ROBBER,robber,NA,33,4,1
6748,SECURITY THUG #2,security thug 2,NA,33,4,1
3758,Sheriff Lisa,sheriff lisa,NA,33,4,1
2536,Soldier,soldier,NA,33,4,3
2819,Somber Announcer,somber announcer,NA,33,4,1
3946,Squeaky-Voiced British Teen,squeaky-voiced british teen,NA,33,5,1
20,Students,students,NA,33,7,4
4297,Texas Owner,texas owner,NA,33,5,1
6051,Thought Bubble Apu,thought bubble apu,NA,33,2,1
396,Top Hat Announcer,top hat announcer,NA,33,2,1
2744,Trucker #3,trucker 3,NA,33,4,1
3993,Wildlife Host,wildlife host,NA,33,3,1
2114,Young Ned,young ned,NA,33,4,1
6231,12-Year-Old Lou,12-year-old lou,NA,32,3,1
3509,1940S ANNOUNCER,1940s announcer,NA,32,2,1
3274,Arab Woman,arab woman,NA,32,4,2
4673,Assistant G.K. Skinner,assistant gk skinner,NA,32,2,1
6535,Brazilian Lady,brazilian lady,NA,32,3,1
1611,Congressman #1,congressman 1,NA,32,3,1
588,Contestant,contestant,NA,32,3,3
2495,Customs Official,customs official,NA,32,6,2
2653,Cyndi Lauper,cyndi lauper,NA,32,1,1
3471,Derby Announcer,derby announcer,NA,32,4,1
3392,Dr. Kaufman,dr kaufman,NA,32,3,1
1928,Female Co-host,female co-host,NA,32,1,1
2359,Ganesh,ganesh,NA,32,4,1
1533,Gym Teacher,gym teacher,NA,32,2,1
3820,Helen Fielding,helen fielding,NA,32,1,1
1429,Homer Actor,homer actor,NA,32,1,1
3726,HOMER THOUGHTS,homer thoughts,NA,32,3,2
4804,Ice Dancers,ice dancers,NA,32,1,1
1818,Line Man,line man,NA,32,1,1
520,Minnesota Girl,minnesota girl,NA,32,2,1
5647,New Jersey Patrolman,new jersey patrolman,NA,32,2,1
86,NICE FAMILY,nice family,NA,32,3,1
5860,Old Italian Woman,old italian woman,NA,32,2,1
1944,Pawn Shop Clerk,pawn shop clerk,NA,32,5,1
5055,Tall Cowboy,tall cowboy,NA,32,2,1
1230,Tape Player,tape player,NA,32,2,1
5312,Teenage Carl,teenage carl,NA,32,1,1
1950,Twangy Singers,twangy singers,NA,32,2,1
5127,Wacky Dog,wacky dog,NA,32,2,1
4560,William H. Macy,william h macy,NA,32,2,1
2169,Writer #1,writer 1,NA,32,3,1
1674,Aged Krusty,aged krusty,NA,31,1,1
751,ALL THE PLAYERS,all the players,NA,31,3,1
5570,Bart's Class,barts class,NA,31,1,1
1215,Benedict Arnold,benedict arnold,NA,31,2,1
4351,Brenda,brenda,NA,31,4,1
3650,Cab Driver,cab driver,NA,31,5,2
1518,Chorus,chorus,NA,31,5,4
3273,Cienega,cienega,NA,31,3,1
4849,Darcy's Dad,darcys dad,NA,31,3,1
5128,DOGCATCHER WILLIE,dogcatcher willie,NA,31,4,1
3941,Edwina,edwina,NA,31,4,1
6189,Elderly Owner,elderly owner,NA,31,2,1
4917,Enrico Irritazio,enrico irritazio,NA,31,3,1
5183,Homer Puppet,homer puppet,NA,31,3,1
1165,Investigator,investigator,NA,31,4,1
6186,Jennifer Tilly,jennifer tilly,NA,31,3,1
4776,Jonathan Franzen,jonathan franzen,NA,31,4,1
5656,Kara DioGuardi,kara dioguardi,NA,31,1,1
3080,LISABELLA,lisabella,NA,31,3,1
4680,Mail Lady,mail lady,NA,31,3,2
4801,Maluicious Krubb,maluicious krubb,NA,31,3,1
6256,Mav's Dad,mavs dad,NA,31,2,1
4781,Max,max,NA,31,4,1
5562,Milford,milford,NA,31,2,1
4008,Mother On Ad,mother on ad,NA,31,1,1
672,Mr. Thorson,mr thorson,NA,31,2,1
2322,MUTANT FLANDERS,mutant flanders,NA,31,2,1
5364,Old Irishman,old irishman,NA,31,1,1
2162,Older Woman,older woman,NA,31,4,2
6364,Polly,polly,NA,31,2,1
6469,Producer #1,producer 1,NA,31,3,1
3798,Rib-It,rib-it,NA,31,4,1
4385,Robo-Wiggum,robo-wiggum,NA,31,3,1
1147,Sarah Wiggum,sarah wiggum,NA,31,8,6
1510,Scary Announcer,scary announcer,NA,31,1,1
1084,Scientist #2,scientist 2,NA,31,5,2
3931,Second Prisoner,second prisoner,NA,31,4,1
3046,Security Advisor Kearney,security advisor kearney,NA,31,3,1
5082,Senator Whinergirl,senator whinergirl,NA,31,3,1
1877,Simpsons,simpsons,NA,31,5,4
95,Small Boy,small boy,NA,31,5,4
6419,Somber Irish Krusty,somber irish krusty,NA,31,2,1
1865,Sportscaster #2,sportscaster 2,NA,31,2,1
1227,Technician #1,technician 1,NA,31,4,3
4846,Teen Boy,teen boy,NA,31,3,1
2635,Theater Owner,theater owner,NA,31,2,1
93,Tv Wife,tv wife,NA,31,5,1
4431,Vicki,vicki,NA,31,2,1
2170,Writer #3,writer 3,NA,31,1,1
5791,Young Woman #1,young woman 1,NA,31,4,1
4867,32-Year-Old Eleanor,32-year-old eleanor,NA,30,2,1
2942,Bikers,bikers,NA,30,4,2
927,Chef,chef,NA,30,4,3
1331,Customer #2,customer 2,NA,30,3,3
2086,Dancer #1,dancer 1,NA,30,3,1
2950,Dixie Chicks,dixie chicks,NA,30,7,2
4924,Enchantress Krabappel,enchantress krabappel,NA,30,3,1
5612,Female Activist,female activist,NA,30,3,1
633,Female Clerk,female clerk,NA,30,2,2
2927,Flamboyant Theater-type,flamboyant theater-type,NA,30,3,1
2575,Homie Bear,homie bear,NA,30,3,1
1816,Ice Cream Man,ice cream man,NA,30,3,2
4694,Imax Narrator,imax narrator,NA,30,2,1
2059,Indian #2,indian 2,NA,30,2,1
2245,Japanese Businessman,japanese businessman,NA,30,1,1
3983,Jimmy Stewart Puppet,jimmy stewart puppet,NA,30,1,1
1500,Jingle Singers,jingle singers,NA,30,3,3
873,Judges,judges,NA,30,4,2
5390,Juggler,juggler,NA,30,4,1
6178,Male Orderly,male orderly,NA,30,2,1
4783,Max's Widow,maxs widow,NA,30,3,1
5462,NEW TEACHER,new teacher,NA,30,3,2
2282,OFFICE WORKER IN TOWER TWO,office worker in tower two,NA,30,2,1
5827,Old-timey Farmer,old-timey farmer,NA,30,2,1
688,Operator,operator,NA,30,3,3
447,Recorded Announcer,recorded announcer,NA,30,2,2
2173,Roy,roy,NA,30,5,2
775,Sadistic Barfly,sadistic barfly,NA,30,3,2
2779,Seniors,seniors,NA,30,5,2
1520,Sherman,sherman,NA,30,2,2
3520,Sirens,sirens,NA,30,4,1
1904,Skull,skull,NA,30,3,2
5857,Tushie,tushie,NA,30,2,1
324,Tv Voice #3,tv voice 3,NA,30,5,1
515,Voice On Phone,voice on phone,NA,30,2,2
814,Worker #1,worker 1,NA,30,6,4
4452,2nd Leader,2nd leader,NA,29,1,1
3824,Armstrong,armstrong,NA,29,3,1
3627,Army General,army general,NA,29,3,1
1639,Australian,australian,NA,29,3,1
3858,Black Knight,black knight,NA,29,2,1
176,Boy #1,boy 1,NA,29,5,3
4681,Bride,bride,NA,29,3,3
4259,Canadian Official #2,canadian official 2,NA,29,3,1
2278,Cheerleaders,cheerleaders,NA,29,5,2
1889,Chief Agent,chief agent,NA,29,3,1
4347,Chinese Guard #1,chinese guard 1,NA,29,3,1
6513,City Health Employee,city health employee,NA,29,3,1
5705,Cloisters Girl,cloisters girl,NA,29,2,1
1819,County Clerk,county clerk,NA,29,4,1
5940,Dottie,dottie,NA,29,3,1
5338,Dwight Eisenhower,dwight eisenhower,NA,29,1,1
2631,Ernie,ernie,NA,29,3,1
4754,Female Golem,female golem,NA,29,4,1
858,Flanders Family,flanders family,NA,29,3,1
2771,French Representative,french representative,NA,29,3,1
5530,Gary Larson,gary larson,NA,29,2,1
1852,Gavin,gavin,NA,29,4,2
2676,Guys,guys,NA,29,5,2
2058,Indian #1,indian 1,NA,29,1,1
3062,Inspector,inspector,NA,29,2,1
3816,Irish Cop,irish cop,NA,29,3,2
1535,Justice,justice,NA,29,2,1
428,Kelly,kelly,NA,29,5,2
2643,LANCE,lance,NA,29,4,1
3085,Mall Manager,mall manager,NA,29,4,1
6649,MAXINE,maxine,NA,29,3,1
2315,Mutant Dr. Hibbert,mutant dr hibbert,NA,29,2,1
2139,NICK RIVIERA,nick riviera,NA,29,3,2
1961,Ox,ox,NA,29,2,1
1980,Radio,radio,NA,29,2,2
6416,Rastafarian Krusty,rastafarian krusty,NA,29,1,1
2571,Regis Philbin,regis philbin,NA,29,4,1
692,Robot Weasel,robot weasel,NA,29,3,1
596,Sexy Female Recording,sexy female recording,NA,29,1,1
4600,SMOOTH-VOICED MAN,smooth-voiced man,NA,29,3,1
4894,Spuckler Kids,spuckler kids,NA,29,2,1
2345,Team,team,NA,29,7,1
2686,Ticket Scalper,ticket scalper,NA,29,3,1
2712,Valet,valet,NA,29,6,3
3064,Veejay,veejay,NA,29,2,1
61,Workman #1,workman 1,NA,29,1,1
6205,7-Year-Old Brockman,7-year-old brockman,NA,28,2,1
6026,Adam,adam,NA,28,3,1
1341,Aged Man,aged man,NA,28,7,1
3612,Arnie,arnie,NA,28,3,1
1987,B-Real,b-real,NA,28,2,1
4686,Bachelor #1,bachelor 1,NA,28,2,1
1863,Bowling Clerk,bowling clerk,NA,28,3,1
3609,Carmen Electra,carmen electra,NA,28,6,1
47,Cecile Shapiro,cecile shapiro,NA,28,3,1
1339,Christians,christians,NA,28,1,1
5880,Cia Official,cia official,NA,28,2,1
5822,Climber,climber,NA,28,3,1
1560,Colonel Leslie Hapablap,colonel leslie hapablap,NA,28,3,2
5771,Courtney,courtney,NA,28,1,1
1359,Doll,doll,NA,28,6,3
2445,Dr. Simpson,dr simpson,NA,28,2,1
4932,East Indian Father,east indian father,NA,28,2,1
6587,Edwin Moses,edwin moses,NA,28,3,1
3828,Elderly Congressman,elderly congressman,NA,28,3,1
1300,Ernst,ernst,NA,28,2,1
5205,Female Employee,female employee,NA,28,7,1
167,Female Mail Carrier,female mail carrier,NA,28,1,1
1438,Flanders's Beatnik Dad,flanderss beatnik dad,NA,28,1,1
3395,Formico,formico,NA,28,4,1
5113,Franklin Roosevelt,franklin roosevelt,NA,28,2,1
1446,French Waiter,french waiter,NA,28,6,1
2306,Frog,frog,NA,28,3,3
6106,German Criminal,german criminal,NA,28,1,1
1358,GI JOE,gi joe,NA,28,2,1
6027,Guy Driving By,guy driving by,NA,28,2,1
3483,Headmaster,headmaster,NA,28,3,1
2623,Hideous Alien #2,hideous alien 2,NA,28,2,1
6273,Kicked-out Husband #2,kicked-out husband 2,NA,28,2,1
2198,Limo Driver,limo driver,NA,28,3,2
1837,Loudspeaker,loudspeaker,NA,28,2,2
4973,Luda-Crest,luda-crest,NA,28,1,1
6289,Macho Narrator,macho narrator,NA,28,3,1
5993,Male Twin,male twin,NA,28,3,1
134,Man #1,man 1,NA,28,7,5
1892,Man's Voice,mans voice,NA,28,3,3
5298,Marv Albert,marv albert,NA,28,1,1
3936,Michael Moore,michael moore,NA,28,2,1
2117,Mona Flanders,mona flanders,NA,28,2,2
3543,Mr. Movie Phone,mr movie phone,NA,28,1,1
78,Mrs. Long,mrs long,NA,28,3,1
4474,Museum Head,museum head,NA,28,2,1
2316,Mutant Moe,mutant moe,NA,28,3,1
2628,Nerdy Young Woman,nerdy young woman,NA,28,2,1
2742,Old Lady,old lady,NA,28,7,5
5593,Prison Guard,prison guard,NA,28,5,1
2054,Record/children,recordchildren,NA,28,1,1
2840,Robin,robin,NA,28,4,2
2902,Sandy,sandy,NA,28,6,1
833,Sergeant,sergeant,NA,28,1,1
1765,SHALLOW-LOOKING HOLLYWOODITE,shallow-looking hollywoodite,NA,28,1,1
4561,Spanish Captain,spanish captain,NA,28,4,1
3833,Speaker Of The House,speaker of the house,NA,28,4,1
5652,Sports Bar Guy #4,sports bar guy 4,NA,28,3,1
1823,Student Wiggum,student wiggum,NA,28,3,1
6680,SUNGAZER SINGER,sungazer singer,NA,28,1,1
4743,Teen Girl,teen girl,NA,28,3,2
1556,Teenage Manager,teenage manager,NA,28,3,1
6145,Theater Cashier,theater cashier,NA,28,2,1
1967,Von Wörtzenburger,von wörtzenburger,NA,28,2,1
4928,Wench Milhouse,wench milhouse,NA,28,4,1
3630,WILLIAM BONNEY/BILLY THE KID,william bonneybilly the kid,NA,28,1,1
1551,Young Babysitter,young babysitter,NA,28,2,1
3967,1st Construction Worker,1st construction worker,NA,27,2,1
2706,2nd Producer,2nd producer,NA,27,2,1
2518,Adam Clayton,adam clayton,NA,27,5,1
937,Adjuster,adjuster,NA,27,1,1
2613,Admitting Nurse,admitting nurse,NA,27,2,1
4902,Box Delivery Man,box delivery man,NA,27,2,1
89,BOXING ANNOUNCER,boxing announcer,NA,27,2,1
3059,Burt Reynolds,burt reynolds,NA,27,1,1
6736,CHAPIN-LIKE SINGER,chapin-like singer,NA,27,2,1
1272,Cherub Carl,cherub carl,NA,27,3,2
375,Coach Flanagan,coach flanagan,NA,27,1,1
3829,Committee Member,committee member,NA,27,2,1
843,DEBORAH JO SMALLWOOD,deborah jo smallwood,NA,27,1,1
738,Dispatcher,dispatcher,NA,27,3,3
5432,Doc,doc,NA,27,4,1
3943,English Gentleman,english gentleman,NA,27,2,1
2951,Funzo,funzo,NA,27,7,2
2581,Gentleman,gentleman,NA,27,2,1
1540,German Gummy Salesman,german gummy salesman,NA,27,2,1
3265,HIP-LOOKING MAN,hip-looking man,NA,27,4,1
750,Hypnotist,hypnotist,NA,27,4,1
278,Investigator #1,investigator 1,NA,27,2,1
2002,James Iha,james iha,NA,27,2,1
2933,Jay North,jay north,NA,27,2,1
1180,Jock,jock,NA,27,5,4
3467,Joy Behar,joy behar,NA,27,2,1
5413,Kate Lynn,kate lynn,NA,27,4,1
3772,Ken Burns,ken burns,NA,27,3,3
4713,Kirk Hammett,kirk hammett,NA,27,2,1
810,Landlord,landlord,NA,27,3,1
5155,Lillian Hellman,lillian hellman,NA,27,1,1
1132,Luke Perry,luke perry,NA,27,4,1
4831,Lumberjack,lumberjack,NA,27,2,2
2057,Mall Announcer,mall announcer,NA,27,2,2
5265,Man In Bar,man in bar,NA,27,2,1
2740,Missionary #1,missionary 1,NA,27,1,1
2296,Mr. Cleary,mr cleary,NA,27,3,1
452,Mr. Schindler,mr schindler,NA,27,3,1
4298,Nfl Film-type Announcer,nfl film-type announcer,NA,27,2,1
2546,Pirate #1,pirate 1,NA,27,1,1
418,Policeman,policeman,NA,27,4,3
6615,PRINCIPAL HEAD #2,principal head 2,NA,27,4,1
454,Registrar,registrar,NA,27,2,1
3811,Ribhead #2,ribhead 2,NA,27,1,1
3499,Sad Cowboy,sad cowboy,NA,27,3,1
3716,Sad Man,sad man,NA,27,3,2
5731,Samoan Native,samoan native,NA,27,2,1
1079,Scottish Woman,scottish woman,NA,27,3,1
6093,Skeet Shooter,skeet shooter,NA,27,4,1
1213,Skeleton Judge,skeleton judge,NA,27,2,1
2620,Son,son,NA,27,3,3
6527,Speedo Salesman,speedo salesman,NA,27,1,1
1762,Spirograph Man,spirograph man,NA,27,4,1
4609,Sports Anchor #2,sports anchor 2,NA,27,1,1
2241,St. Eleutherius,st eleutherius,NA,27,3,1
2584,STUDIO EXECUTIVE,studio executive,NA,27,5,2
5325,Teenage Patty,teenage patty,NA,27,5,2
2517,The Edge,the edge,NA,27,4,1
916,Tom Jones,tom jones,NA,27,5,1
1688,Tutor,tutor,NA,27,2,1
4403,Vending Machine,vending machine,NA,27,3,1
4395,VICE-PRESIDENT CLETUS,vice-president cletus,NA,27,1,1
5056,Wes Doobner,wes doobner,NA,27,7,1
5268,Will Shortz,will shortz,NA,27,3,1
6723,YOUNG JEWISH MAN,young jewish man,NA,27,2,1
2588,Young Mona,young mona,NA,27,2,2
6743,AGED MOE,aged moe,NA,26,2,1
4892,BIRTHDAY,birthday,NA,26,4,1
6267,Brazilian 12-year-old Boy,brazilian 12-year-old boy,NA,26,2,1
6575,BRITISH MAN,british man,NA,26,1,1
4518,Bunny Referee,bunny referee,NA,26,2,1
2427,Businessman #2,businessman 2,NA,26,3,1
5400,Chaucer's Ghost,chaucers ghost,NA,26,1,1
6085,Check-in Agent,check-in agent,NA,26,3,1
4663,CHIEF PETTY OFFICER WIGGUM,chief petty officer wiggum,NA,26,1,1
4340,Chinese Announcer,chinese announcer,NA,26,1,1
2386,Clint Eastwood,clint eastwood,NA,26,3,1
5111,Clyde's Thoughts,clydes thoughts,NA,26,1,1
3640,Comic Book Ram,comic book ram,NA,26,1,1
5126,Dog Catcher Willie,dog catcher willie,NA,26,1,1
3929,Federal Agent,federal agent,NA,26,5,2
4742,Female Coaster Weirdo,female coaster weirdo,NA,26,1,1
2100,Flashback Homer,flashback homer,NA,26,2,1
1550,Fox Announcer,fox announcer,NA,26,2,2
2987,Fred Turner,fred turner,NA,26,4,1
1305,Gambler,gambler,NA,26,3,2
2395,Game Announcer,game announcer,NA,26,2,2
4793,Greystash,greystash,NA,26,4,1
5065,High School Glee Club,high school glee club,NA,26,1,1
